,14A2 1,14A2 10,14A2 11,14A2 12,14A2 13,14A2 14,14A2 15,14A2 16,14A2 17,14A2 18,14A2 19,14A2 2,14A2 20,14A2 21,14A2 3,14A2 4,14A2 5,14A2 6,14A2 7,14A2 8,14A2 9,UM 10,UM 11,UM 12,UM 13,UM LBE,UM LE,UM LQ
12:00-12:30,,,Biosistemas_en_Nanoescala (NANO_8),,,,Calculo_Multivariable (FIS_3),,Redaccion (NANO_3),,Termodinamica (BIOMED_2),,Teoria_de_Control (BIOMED_6),,,,,,,Calculo_Multivariable (NANO_3),,Aprendizaje_Profundo (MCIA_2),,Ecuaciones_Diferenciales (NANO_3),Termodinamica (NANO_4),,,
12:30-13:00,,,Biosistemas_en_Nanoescala (NANO_8),,,,Calculo_Multivariable (FIS_3),,Redaccion (NANO_3),,Termodinamica (BIOMED_2),,Teoria_de_Control (BIOMED_6),,,,,,,Metodos_Matematicos (FIS_4),,Aprendizaje_Profundo (MCIA_2),,Ecuaciones_Diferenciales (NANO_3),Termodinamica (NANO_4),,,
13:00-13:30,Fisica_1 (NANO_1),,Biosistemas_en_Nanoescala (NANO_8),,,,Calculo_Multivariable (FIS_3),,Redaccion (NANO_3),,Termodinamica (BIOMED_2),,Teoria_de_Control (BIOMED_6),,,,,,,Metodos_Matematicos (FIS_4),,,,Ecuaciones_Diferenciales (NANO_3),Termodinamica (NANO_4),,,
13:30-14:00,Fisica_1 (NANO_1),,,,,,Calculo_Multivariable (FIS_3),,,,Termodinamica (BIOMED_2),Probabilidad_y_Estadistica (BIOMED_1),,,,,,,,Metodos_Matematicos (FIS_4),,,,Ecuaciones_Diferenciales (NANO_3),Termodinamica (NANO_4),,,
14:00-14:30,Fisica_1 (NANO_1),,,,,,Calculo_Multivariable (FIS_3),,,,Termodinamica (BIOMED_2),Probabilidad_y_Estadistica (BIOMED_1),,,,,,,,Metodos_Matematicos (FIS_4),,,,,Laboratorio_de_Electronica (FIS_6),,,
14:30-15:00,Fisica_1 (NANO_1),,,,,,Calculo_Multivariable (FIS_3),,Laboratorio_Avanzado_de_Fisico_por_Materiales (FIS_7),,Termodinamica (BIOMED_2),Probabilidad_y_Estadistica (BIOMED_1),,,,,,,,Metodos_Matematicos (FIS_4),Proyecto_Fase_2 (FIS_6),,,,Laboratorio_de_Electronica (FIS_6),,,
15:00-15:30,Fisica_1 (NANO_1),,,,,,Optativa_Especialidad_7_BioMed (BIOMED_9),,Laboratorio_Avanzado_de_Fisico_por_Materiales (FIS_7),,Termodinamica (BIOMED_2),Probabilidad_y_Estadistica (BIOMED_1),,,,,,,,Metodos_Matematicos (FIS_4),Proyecto_Fase_2 (FIS_6),,,,Laboratorio_de_Electronica (FIS_6),,,
15:30-16:00,Fisica_1 (NANO_1) | Fisica_2 (NANO_2),,,Electronica_Digital (BIOMED_6),,,Optativa_Especialidad_7_BioMed (BIOMED_9),,Laboratorio_Avanzado_de_Fisico_por_Materiales (FIS_7),Fisica_del_Estado_Solido (NANO_6),,Probabilidad_y_Estadistica (BIOMED_1),Materiales_Nanoestructurados (NANO_7),,,,,,,Metodos_Matematicos (FIS_4),,,,,Laboratorio_de_Electronica (FIS_6),,,
16:00-16:30,Fisica_1 (NANO_1) | Fisica_2 (NANO_2),,Optativa_Especialidad_3_Fisica (FIS_8),Electronica_Digital (BIOMED_6),,,Optativa_Especialidad_7_BioMed (BIOMED_9),,Laboratorio_Avanzado_de_Fisico_por_Materiales (FIS_7),Fisica_del_Estado_Solido (NANO_6),,Probabilidad_y_Estadistica (BIOMED_1),Materiales_Nanoestructurados (NANO_7),,,,,,,Metodos_Matematicos (FIS_4),,,,,Laboratorio_de_Electronica (FIS_6),,,
16:30-17:00,Fisica_1 (NANO_1) | Fisica_2 (NANO_2),Instrumental_1 (NANO_4),Optativa_Especialidad_3_Fisica (FIS_8),Electronica_Digital (BIOMED_6),,,Optativa_Especialidad_7_BioMed (BIOMED_9),,,Fisica_del_Estado_Solido (NANO_6),,Probabilidad_y_Estadistica (BIOMED_1),Materiales_Nanoestructurados (NANO_7),Calculo_Diferencial (BIOMED_1),,,,,,,,,Sistemas_Biomecanicos (BIOMED_8),,Laboratorio_de_Electronica (FIS_6),,,
17:00-17:30,Fisica_2 (NANO_2),Instrumental_1 (NANO_4),Optativa_Especialidad_3_Fisica (FIS_8),Electronica_Digital (BIOMED_6),Intro_Nanotecnologia (NANO_1),,Optativa_Especialidad_7_BioMed (BIOMED_9),,,Fisica_del_Estado_Solido (NANO_6),,Probabilidad_y_Estadistica (BIOMED_1),Materiales_Nanoestructurados (NANO_7),Calculo_Diferencial (BIOMED_1),,,,,,,,,Sistemas_Biomecanicos (BIOMED_8),,Laboratorio_de_Electronica (FIS_6),,,
17:30-18:00,Fisica_2 (NANO_2),Instrumental_1 (NANO_4),Optativa_Especialidad_3_Fisica (FIS_8),Electronica_Digital (BIOMED_6),Intro_Nanotecnologia (NANO_1),,Optativa_Especialidad_7_BioMed (BIOMED_9),,,Fisica_del_Estado_Solido (NANO_6),,,Materiales_Nanoestructurados (NANO_7),Calculo_Diferencial (BIOMED_1),,,,,,,,,Sistemas_Biomecanicos (BIOMED_8),,Laboratorio_de_Electronica (FIS_6),,,
18:00-18:30,Fisica_2 (NANO_2),Instrumental_1 (NANO_4),Optativa_Especialidad_3_Fisica (FIS_8),Electronica_Digital (BIOMED_6),Intro_Nanotecnologia (NANO_1),,Optativa_Especialidad_7_BioMed (BIOMED_9),,,Fisica_del_Estado_Solido (NANO_6),,,Materiales_Nanoestructurados (NANO_7),Calculo_Diferencial (BIOMED_1),,,,,,,,,Sistemas_Biomecanicos (BIOMED_8),,,,,
18:30-19:00,Fisica_2 (NANO_2),Instrumental_1 (NANO_4),Optativa_Especialidad_3_Fisica (FIS_8),Electronica_Digital (BIOMED_6),Intro_Nanotecnologia (NANO_1),,Analisis_de_Sistemas_Probabilisticos (FIS_5) | Optativa_Especialidad_7_BioMed (BIOMED_9),Algebra_Lineal (BIOMED_1),,,,,,Calculo_Diferencial (BIOMED_1),,,,,,,Optativa_Especialidad_8_BioMed (BIOMED_9),,Sistemas_Biomecanicos (BIOMED_8),,,,,
19:00-19:30,Control_Inteligente (BIOMED_7) | Fisica_2 (NANO_2),Instrumental_1 (NANO_4),,Electronica_Digital (BIOMED_6),Intro_Nanotecnologia (NANO_1),,Analisis_de_Sistemas_Probabilisticos (FIS_5),Algebra_Lineal (BIOMED_1),,,,,,Calculo_Diferencial (BIOMED_1),,,,,,,Optativa_Especialidad_8_BioMed (BIOMED_9),,Sistemas_Biomecanicos (BIOMED_8),,,,,Laboratorio_Quimica_Organica (BIOMED_2)
19:30-20:00,Control_Inteligente (BIOMED_7),Mecanica_Clasica (FIS_4),,,Intro_Nanotecnologia (NANO_1),Fisicoquimica (NANO_5),Analisis_de_Sistemas_Probabilisticos (FIS_5),Algebra_Lineal (BIOMED_1),,,,,,Calculo_Diferencial (BIOMED_1),,,,,,Optativa_Especialidad_4_BioMed (BIOMED_8),Optativa_Especialidad_8_BioMed (BIOMED_9),,Sistemas_Biomecanicos (BIOMED_8),,,,,Laboratorio_Quimica_Organica (BIOMED_2)
